icd_code,ED,IPD
S59912A,2,0
S62611A,2,4
S67191A,2,3
S6722XA,2,6
S52302B,2,2
S65809A,2,1
T423X4A,2,11
S72101A,2,5
T85618A,2,19
S75009A,2,10
T84018A,2,1
S92901A,2,0
S52021B,2,5
T43225A,2,51
S032XXA,2,17
S42331A,2,3
S62316A,2,2
S21211A,2,3
T507X1A,2,3
S82191C,2,0
S27809A,2,13
S479XXA,2,1
S72416C,2,6
S0261XB,2,2
S24112A,2,4
S14102A,2,4
T2122XA,2,3
S42421A,2,5
S36430A,2,3
S52122B,2,3
S6721XA,2,6
S02601B,2,3
S46911A,2,6
S92811A,2,2
S62624B,2,2
T478X4A,2,3
S31109S,2,6
S0102XA,2,17
S42456B,2,2
T81539A,2,9
S2699XA,2,4
S01422A,2,6
T304,2,3
S52126C,2,3
S42011A,2,12
S27322A,2,43
T23639A,2,2
S22009B,2,0
S60469A,2,3
T3994XA,2,6
S82291B,2,5
T8469XA,2,37
S63094A,2,2
S3140XA,2,5
S61422A,2,8
S82451B,2,6
S2002XA,2,4
S61431A,2,3
T8361XA,2,2
S91331A,2,1
S12040A,2,9
T82534A,2,12
S92902A,2,0
S66122A,2,7
S52292B,2,1
S06389A,2,7
T443X4A,2,14
S31821A,2,2
S62631A,2,4
S62633A,2,3
S32451A,2,5
S14159A,2,0
S36118A,2,7
T7589XA,2,11
S5780XA,2,6
S01121A,2,3
S14156A,2,3
S68522A,2,1
S02651A,2,10
S52221A,2,3
S62637B,2,4
S92001B,2,3
S12111A,2,12
S9030XS,2,8
S79811A,2,1
S82845A,2,6
S31635A,1,0
S00531A,1,8
S22008A,1,0
S32008A,1,0
S82121A,1,1
T63451A,1,0
S92062B,1,0
S66991A,1,0
S00431A,1,1
S21132A,1,2
T23231A,1,1
S37002A,1,1
S59911A,1,0
S36530A,1,5
S02642B,1,2
S31829A,1,3
S93492A,1,4
S31020A,1,1
S31502A,1,1
T790XXA,1,4
S52291B,1,0
T43223A,1,0
T481X3A,1,0
S98322A,1,1
S90811A,1,10
T375X2A,1,2
T398X2A,1,2
S82462B,1,1
S6702XA,1,2
S0591XA,1,1
S62635A,1,2
S71141A,1,1
S60454A,1,1
T4271XA,1,3
S41032A,1,0
S32409B,1,1
S93325A,1,4
S41151A,1,1
S30814A,1,4
S62522A,1,4
S42135A,1,1
S72009S,1,6
S72446A,1,7
S32609A,1,6
S46929A,1,4
S97109A,1,0
T5894XA,1,3
S01109A,1,34
T8092XA,1,6
S91009S,1,16
S32811B,1,7
T25599A,1,2
S60429A,1,5
S62609B,1,3
S0124XA,1,2
S7700XA,1,1
S90919A,1,3
S62655A,1,0
S56426A,1,1
S62501A,1,2
S6402XA,1,8
S85169A,1,3
S9490XA,1,2
S345XXA,1,1
S31110A,1,3
S62323B,1,3
S62613A,1,5
S71152A,1,3
S72491B,1,0
S62307A,1,2
S028XXD,1,3
S62509A,1,0
T366X5A,1,13
S0005XA,1,1
T50B95A,1,1
S82831C,1,2
S62322B,1,0
S72499C,1,0
T1512XA,1,1
T370X4A,1,1
S72456C,1,7
S46211A,1,2
T420X5A,1,37
S52392B,1,1
T5194XA,1,14
T8133XA,1,15
T86899,1,45
T620X4A,1,1
S2692XA,1,3
S52046C,1,1
S34109A,1,7
S42026B,1,1
S13111A,1,2
T2141XA,1,0
S3339XA,1,3
T2050XA,1,0
S60949A,1,1
S40869A,1,1
T483X2A,1,10
S30810A,1,16
S43025A,1,0
S79822A,1,0
S62304B,1,1
S62302B,1,2
S62300B,1,0
S62201B,1,0
T82837A,1,2
S99822A,1,1
T50996A,1,41
S37019A,1,1
S62635B,1,9
S72451B,1,2
S42134A,1,1
T4272XA,1,2
S92501A,1,0
T423X2A,1,4
S02101A,1,4
S52513A,1,0
S0033XA,1,4
S72425A,1,1
T86822,1,9
S52511A,1,12
S8291XA,1,0
S60551A,1,1
S92311A,1,4
S40862A,1,0
S81012D,1,1
S45112A,1,3
S0550XA,1,2
S8410XA,1,7
T8061XA,1,10
S82201C,1,2
S049XXA,1,0
S76919A,1,15
S13101A,1,7
S61245A,1,3
S7222XB,1,0
S72141G,1,0
T23659A,1,1
S62236B,1,2
S98929A,1,1
S01119A,1,1
S3710XA,1,7
S08811A,1,0
T2260XA,1,0
S72302K,1,0
S92022A,1,2
S0082XA,1,0
S92211B,1,4
S91301A,1,5
S96821A,1,3
S62620B,1,4
T44994A,1,2
T24639A,1,2
S43036A,1,1
S27893A,1,3
T22429A,1,1
T879,1,2
S14109S,1,8
S61202A,1,2
S73036A,1,2
S99922A,1,6
S82044A,1,1
S91341A,1,6
S86911A,1,1
T84125A,1,6
T43015A,1,27
S62397A,1,2
S31819A,1,3
T24312A,1,1
S303XXA,1,6
S42132B,1,0
T433X5A,1,27
S60051A,1,0
S86811A,1,3
S50352A,1,0
S52561A,1,0
T2133XA,1,1
T8189XS,1,3
T8241XA,1,10
S34103A,1,0
S81801A,1,11
S70361A,1,2
S82262B,1,1
S30851A,1,0
T496X4A,1,2
S1095XA,1,4
S27819A,1,6
T375X4A,1,4
T192XXA,1,1
T24212A,1,2
T507X5A,1,16
S27331A,1,12
T45525A,1,150
S93602A,1,2
T86890,1,30
T84220A,1,0
S68118A,1,0
S22080A,1,44
S52181B,1,0
T191XXA,1,1
S00202A,1,3
T34832A,1,0
T34831A,1,0
S52001A,1,2
S37099A,1,0
S52552B,1,0
S53114A,1,0
S31139A,1,1
S42231A,1,1
S82032B,1,3
S93326A,1,3
S1110XA,1,1
S0267XA,1,9
S63639A,1,2
T7631XA,1,11
T881XXA,1,3
S8780XA,1,2
S63056A,1,2
T84039A,1,13
T398X4A,1,6
S82839C,1,0
S62632A,1,3
S42111B,1,0
S45091A,1,1
S61230A,1,0
T403X5A,1,45
S52109C,1,1
S948X9A,1,1
S65309A,1,1
T24439A,1,2
T25429A,1,1
S42309B,1,2
T542X4A,1,5
S13131A,1,2
T452X4A,1,1
S031XXA,1,0
T420X1A,1,4
S73012A,1,0
T433X1A,1,2
S42294A,1,6
T364X5A,1,30
S52522A,1,0
T8090XA,1,3
S42254A,1,3
S42341A,1,6
T421X1A,1,1
S8411XA,1,2
S99921A,1,0
S66021A,1,3
S41029A,1,0
T22759A,1,2
T320,1,10
S72331A,1,8
T24102A,1,2
S72434A,1,5
T23322A,1,1
S52322B,1,1
T8483XA,1,10
T194XXA,1,1
S52521A,1,0
S381XXA,1,3
S1090XA,1,0
S60467A,1,1
S8255XA,1,7
S12391A,1,3
S62336A,1,5
S82454B,1,0
S85012A,1,1
S68022A,1,8
S70211A,1,10
S62521A,1,5
S92312B,1,0
T22212A,1,2
S62186A,1,2
T7691XA,1,23
S62664A,1,1
S52092B,1,0
T24232A,1,0
S065X7A,1,36
S065X3A,1,1
S42231B,1,0
T375X1A,1,3
S68614A,1,1
T84115A,1,6
S42213A,1,0
T8384XA,1,27
S63610A,1,1
S32472A,1,2
S42454A,1,0
T448X5A,1,34
T2125XA,1,0
T23479S,1,3
T8642,1,156
S93129A,1,3
T1582XA,1,1
S8330XA,1,14
T2159XA,1,0
T490X4A,1,2
T473X4A,1,2
S32454A,1,1
S88112A,1,0
S92322B,1,0
S42222A,1,0
T23001A,1,0
S73191A,1,1
S92061B,1,1
S32435A,1,5
S68721A,1,0
T501X5A,1,352
S63294A,1,1
S37829A,1,8
T433X2A,1,3
S22011A,1,13
S12200B,1,0
S0191XA,1,24
S14123A,1,11
S62312A,1,2
S02102A,1,3
S34101A,1,8
S0282XB,1,0
S02672B,1,1
S30811A,1,28
T85868A,1,15
T84621A,1,5
T6594XA,1,15
S82231A,1,6
T7803XA,1,3
T420X4A,1,2
S64493A,1,15
S52352B,1,2
S069X6A,1,0
S99812A,1,2
S62291B,1,1
S62612A,1,6
S67194A,1,3
S62515B,1,0
S63261A,1,1
S86822A,1,2
S52181A,1,0
T65811A,1,1
S62605B,1,0
S058X1A,1,5
T458X4A,1,2
T2057XA,1,0
T22619A,1,3
S63006A,1,1
S53196A,1,3
T800XXA,1,3
S63096A,1,5
S36509A,1,0
S72301B,1,1
T83490A,1,0
S01452A,1,2
S68422A,1,1
S36499A,1,0
S31630A,1,2
T510X1A,1,76
S3720XA,1,6
S68012A,1,1
T463X2A,1,1
T2025XD,1,0
S52202B,1,5
S60571A,1,2
S0211HB,1,1
T23242A,1,0
S31103A,1,1
T448X1A,1,1
S62354A,1,1
S322XXB,1,0
T513X2A,1,0
S14157A,1,13
S13161A,1,9
S72115A,1,10
T80818A,1,29
T8351XA,1,567
S92246B,1,4
S91111A,1,2
S99811A,1,2
T86828,1,5
S42295S,1,0
S32020A,1,15
S12500B,1,0
S32391B,1,2
S92321B,1,1
T434X1A,1,0
S11029A,1,1
S61256A,1,2
S52532B,1,0
T8383XA,1,45
T34529A,1,3
T3499XA,1,0
T381X4A,1,1
T492X4A,1,0
S85009A,1,4
T471X4A,1,2
S42121A,1,9
T24211A,1,1
S72019A,1,2
T375X5A,1,82
S04019A,1,2
S14114A,1,5
S0090XD,1,0
S92412A,1,4
S68117A,1,1
S72341B,1,0
S72422B,1,1
T5492XA,1,3
S52692A,1,4
S62326A,1,3
T23071A,1,1
S76011A,1,16
S72334A,1,1
S8252XB,1,3
S064X2A,1,3
T391X5A,1,40
T84629D,1,0
S36202A,1,4
T2169XA,1,1
T22459A,1,0
S67196A,1,3
T81504A,1,1
S62641A,1,0
S62102B,1,0
S32010A,1,35
S61421A,1,1
S82222B,1,1
S92021A,1,1
S62511A,1,6
S06890D,1,0
S3669XA,1,3
S22019B,1,0
S14113A,1,1
S43492A,1,1
S52031B,1,2
T23609A,1,1
S72412A,1,1
S62303A,1,1
S62305A,1,0
S62301A,1,0
T375X6A,1,27
S62616B,1,4
S75109A,1,1
S95902A,1,0
S42019A,1,6
S35403A,1,3
S36408A,1,7
S83509A,1,10
S3630XA,1,12
T391X3A,1,0
S45111A,1,1
S06321A,1,2
S0240DB,1,0
S90465A,1,0
S62306B,1,2
S31114A,1,3
S0240CB,1,2
T17208A,1,0
T84194A,1,0
S91032A,1,0
S53194A,1,0
S62323A,1,2
S62325A,1,4
S0185XD,1,0
S62307B,1,0
T502X2A,1,2
S25109A,1,4
T699XXA,1,0
S62009B,1,1
S68111A,1,0
S90571A,1,0
S061X9A,1,37
S68625A,1,7
S3121XA,1,2
S9002XA,1,9
S93324A,1,0
S62331B,1,0
S0240FB,1,1
S66117A,1,1
S66125A,1,10
S41031A,1,0
S0211GB,1,1
S42115B,1,1
S92242A,1,2
S52352A,1,5
S42496B,1,2
T2064XA,1,0
T593X4A,1,1
T7802XA,1,4
S63633A,1,1
S42351B,1,2
S68627A,1,4
S42441A,1,0
S32810A,1,13
S62646A,1,1
S37062A,1,7
S53401A,1,2
S31811A,1,3
S61111A,1,3
S42036B,1,0
T24539A,1,1
T441X4A,1,1
S82151A,1,1
T44901A,1,3
T39015A,1,59
T84091A,1,0
S4291XA,1,5
T23202A,1,1
S92351B,1,0
S82442B,1,1
S82242B,1,1
S92009D,1,0
S85091A,1,1
S62002B,1,1
S62122B,1,0
S61216D,1,0
S0087XA,1,0
T408X1A,1,3
S22020A,1,9
S62291A,1,0
S92254A,1,0
S70312A,1,17
S81811S,1,0
S59202A,1,0
S52602B,1,5
S92222A,1,4
S648X2A,1,2
S65812A,1,1
T33532A,1,0
T2123XA,1,1
S82435A,1,1
T8144XA,1,48
T8112XA,1,31
S46222A,1,0
S32425A,1,4
T82525A,1,2
T474X4A,1,2
T491X4A,1,1
T23429A,1,0
S52099C,1,2
S43429A,1,41
S06365A,1,2
S62109B,1,0
S42024A,1,5
S61254A,1,2
S91351A,1,1
S82241B,1,0
S52132A,1,3
S0190XA,1,0
S00512A,1,2
S52251B,1,3
S68617A,1,0
S91112A,1,4
S78912A,1,0
T43611A,1,4
S3719XA,1,2
T81718A,1,49
S130XXA,1,5
S01122A,1,4
S00411A,1,2
S31613A,1,3
T540X4A,1,1
S36409A,1,9
S42256B,1,0
S062X7A,1,13
S06330D,1,0
S72021A,1,0
S83195A,1,1
S66322A,1,8
S63699A,1,0
S60552A,1,0
S40029A,1,25
S82141B,1,3
S62310A,1,3
S32012A,1,7
T285XXA,1,2
S61253A,1,4
T83193A,1,6
S62514A,1,3
T383X6A,1,215
S62232A,1,2
T443X5A,1,42
S1083XA,1,1
S63285A,1,4
S62502A,1,2
S42331B,1,1
T24611A,1,1
S62636B,1,0
S42252B,1,0
T48202A,1,0
S31100A,1,2
S82034A,1,0
S82231B,1,0
T360X4A,1,3
S61521A,1,0
T371X5A,1,21
T43641A,1,2
S3216XA,1,0
S62627B,1,1
S70922A,1,0
S70921A,1,1
S838X2A,1,2
S0572XA,1,2
S81832A,1,3
S72434B,1,0
T82539A,1,0
S52321B,1,0
S52221B,1,0
S52691B,1,1
S62326B,1,3
S72035A,1,3
S63290A,1,0
S0501XA,1,17
S62393B,1,0
S62391B,1,0
S92502A,1,1
T464X6A,1,27
S61304A,1,1
T8453XD,1,6
S62292A,1,0
S60559A,1,0
S58029A,1,1
S53144A,1,1
S51832A,1,1
S65909A,1,1
S42032B,1,1
S63287A,1,0
T190XXA,1,4
S90425A,1,5
S99911A,1,1
S64497A,1,5
S76121A,1,1
S31610A,1,0
S82042B,1,2
T83198A,1,7
T83428A,1,1
S7491XA,1,0
S8492XA,1,0
S4422XA,1,2
S3131XA,1,1
S42391B,1,1
S82224A,1,0
S92412B,1,1
T481X5A,1,27
T450X5A,1,76
T71161A,1,0
S62626B,1,2
S52612B,1,5
S31813A,1,0
S11021A,1,1
T504X2A,1,0
S42131A,1,2
S62201A,1,4
S31831A,1,3
S3991XA,1,3
S334XXA,1,2
T82528A,1,11
S32442A,1,10
S82262A,1,2
T148XXS,1,25
S60872A,1,0
S31101A,1,1
S80822A,1,8
S22031A,1,5
S8265XA,1,6
S06341A,1,3
S42192B,1,0
T25112A,1,0
T40991A,1,0
S82855A,1,0
S24103S,1,17
S63266A,1,2
T402X6A,1,11
S3663XA,1,4
T494X2A,1,1
S82492B,1,2
S89102A,1,2
S92212B,1,0
S62343B,1,0
S02641B,1,1
S91115A,1,1
S14101A,1,4
T84195A,1,3
S42232A,1,3
S43224A,1,2
S63591A,1,0
T496X1A,1,1
S72142D,1,7
S52042B,1,1
S92514A,1,5
S42302B,1,0
T701XXA,1,0
S91301D,1,0
S82409C,1,5
S448X9A,1,4
S42291B,1,0
S82425A,1,3
S060X0D,1,0
S42001D,1,5
S82222C,1,0
T84298A,1,1
S31619A,1,1
T411X5A,1,4
S82221B,1,1
S51821A,1,0
T6592XA,1,0
T795XXA,1,3
S91342A,1,2
S91144A,1,0
S21141A,1,1
S32465A,1,1
S65112A,1,6
T59894A,1,9
S26022A,1,4
S00269A,1,16
S82202C,1,0
S52551B,1,0
T443X2A,1,5
T22211A,1,1
S63115A,1,1
T405X2A,1,14
S42221A,1,3
S86812A,1,5
S82461A,1,1
S42321A,1,0
S73035A,1,0
S9701XA,1,2
S9702XA,1,3
S01419A,1,3
S93601A,1,3
S68622A,1,1
S6431XA,1,6
S82871B,1,6
T8611,1,136
T33531A,1,1
S71102A,1,3
S3792XA,1,2
S65011A,1,3
S56128A,1,0
T378X2A,1,2
S63400A,1,0
T505X2A,1,1
S92121B,1,1
S56521A,1,2
T85638A,1,20
S0522XA,1,3
T84022A,1,2
S72044A,1,1
S3509XA,1,2
S75091A,1,1
T43596A,1,22
S92311B,1,1
S00219A,1,1
S92144A,1,0
S069X4A,1,0
S61317A,1,1
T424X6A,1,13
T39091A,1,0
S52182A,1,0
S32424A,1,2
S79921A,1,1
T39315A,1,80
S63275A,1,0
T69022A,1,2
S72143A,1,0
S42332B,1,1
T5491XA,1,2
T82818A,1,108
S92421A,1,5
S14155A,1,7
T84012A,1,0
S62115A,1,0
S62512B,1,3
S72441A,1,1
S0030XA,1,1
T162XXA,1,0
S2690XA,1,2
S66922A,1,0
S01101A,1,0
S52091B,1,0
S68613A,1,1
S40872A,1,1
S06373A,1,0
S066X3A,1,1
S45302A,1,0
S62315B,1,1
S62311B,1,1
S62313B,1,1
S71122A,1,3
S63613A,1,0
T404X5A,1,86
S61227A,1,2
S82431B,1,1
S90111A,1,2
S76811A,1,1
S22060A,1,18
S62327A,1,2
S92141A,1,4
S72414A,1,0
S92191B,1,1
S62344A,1,0
T45615A,1,43
S20312A,1,4
S66129A,1,0
S06320A,1,3
S00572A,1,3
S62114A,1,3
S00532A,1,8
T84293A,1,0
S92031A,1,1
S65012A,1,6
S43013A,1,0
S82152A,1,2
S61502A,1,3
T84098A,1,0
S43402A,1,7
S31633A,1,1
T43021A,1,3
T501X1A,1,11
S59802A,1,1
S72491C,1,0
T85730A,1,12
S50862A,1,0
T83593A,1,11
S1121XA,1,4
T84127A,1,2
T23221A,1,2
S21319A,1,0
S42421B,1,2
S0303XA,1,1
S62394B,1,0
S62396B,1,0
S31143A,1,4
T446X2A,1,8
S92325A,1,5
S82235A,1,0
S42141A,1,2
T84428A,1,2
S68114A,1,0
S83004A,1,0
S60212A,1,11
S62522B,1,3
S42415A,1,1
S53115A,1,2
S60041A,1,1
S60416A,1,3
S82401B,1,2
S72422A,1,6
S92221A,1,0
S92002B,1,3
S0285XA,1,2
S028XXB,1,1
S52341B,1,0
S62606A,1,2
T2691XA,1,1
S45101A,1,0
S02118B,1,2
S21309A,1,0
S01401A,1,1
S50872A,1,2
S91215A,1,1
S82861B,1,0
T6291XA,1,11
S92111B,1,2
T466X2A,1,2
S14126A,1,8
S92355A,1,6
S92422B,1,1
S32455A,1,3
S68616A,1,0
S91021A,1,2
T426X3A,1,0
T270XXA,1,1
S02612B,1,0
T41295A,1,85
S42461A,1,0
S61031A,1,2
S82235B,1,0
S56522A,1,4
S61401A,1,2
S92352B,1,1
T490X1A,1,2
S02841A,1,2
T23321A,1,1
S51802A,1,1
S62321A,1,2
S31612A,1,2
S72414B,1,0
T466X5A,1,71
S7225XA,1,3
S06351A,1,7
S63631A,1,0
T84010A,1,2
T83728A,1,3
S99821A,1,1
S96919S,1,0
T463X5A,1,56
S89001A,1,2
S5002XD,1,0
T543X2A,1,4
S68011A,1,0
T380X2A,1,0
S96122A,1,2
S62307D,1,0
S79812A,1,0
S22082A,1,2
S52134A,1,3
S90851A,1,0
S52391B,1,1
S22021A,1,11
T8753,1,10
S92422A,1,6
T801XXA,1,121
S92535A,1,0
S93115A,1,1
T410X2A,1,1
S62610A,1,4
S62620A,1,0
S62624A,1,1
S62622A,1,3
S73101A,1,5
S68110A,1,1
T84129A,1,0
S98022A,1,0
T33822A,1,2
S42002B,1,0
S0281XB,1,0
S02672A,1,0
S62231A,1,2
T83511A,0,364
T8619,0,285
T40605A,0,275
T502X5A,0,268
T865,0,241
T82855A,0,181
T39395A,0,154
S34139S,0,136
T451X5S,0,135
T462X5A,0,132
T501X6A,0,120
S069X9S,0,114
T17990A,0,110
T17998A,0,107
T458X5A,0,99
T8649,0,97
T8641,0,77
T380X5S,0,75
T428X5A,0,74
T4275XA,0,74
T8613,0,73
T17590A,0,71
T889XXS,0,71
T465X6A,0,69
T473X6A,0,69
T426X6A,0,67
T83518A,0,66
T500X5A,0,64
T451X5D,0,61
S93439A,0,59
T486X5A,0,58
T8111XA,0,55
T17920A,0,52
T66XXXA,0,48
T43215A,0,48
T8029XA,0,47
S72146D,0,46
T474X5A,0,46
T82857A,0,44
T82856A,0,43
T799XXS,0,42
T503X5A,0,42
T82867A,0,40
T471X5A,0,39
S069X0S,0,37
T8484XA,0,36
S36114A,0,35
T380X6A,0,34
T380X5D,0,33
S32059D,0,33
T363X5A,0,33
T447X6A,0,32
T502X6A,0,32
S49199D,0,31
S065X0D,0,31
T461X6A,0,30
T887XXS,0,29
T86891,0,28
T446X5A,0,28
S065X9D,0,27
T43025A,0,26
T4145XA,0,26
T45526A,0,26
T8209XA,0,25
T473X5A,0,25
S83289A,0,24
T7601XA,0,24
T730XXA,0,24
T50906A,0,23
T83028A,0,23
T500X6A,0,23
T17918A,0,23
T814XXD,0,22
T423X5A,0,22
S2242XD,0,22
T367X5A,0,22
S061X0A,0,22
S066X7A,0,21
T466X6A,0,21
S2241XD,0,21
T8643,0,21
S93431A,0,21
T451X6A,0,20
T445X5A,0,20
S92919D,0,20
T3995XA,0,20
T368X6A,0,19
T398X5A,0,19
T66XXXS,0,18
T83091A,0,18
S70311A,0,18
T486X6A,0,18
T792XXA,0,18
T82110A,0,18
S72046A,0,17
T43595S,0,17
S061X7A,0,17
T17900A,0,17
T8463XA,0,17
S72001D,0,16
T84226A,0,16
T462X5S,0,16
T454X5A,0,16
S22050A,0,16
S29011A,0,16
S42111A,0,15
T39016A,0,15
S22061A,0,15
S66121A,0,15
S66123A,0,15
T407X5A,0,15
T8459XA,0,15
T45511A,0,15
T444X5A,0,15
S64491A,0,14
T7411XA,0,14
T17820A,0,14
T387X5A,0,14
T8110XA,0,14
S37059A,0,14
S29012A,0,14
S20319A,0,13
T86898,0,13
S22070A,0,13
T476X5A,0,13
T381X6A,0,13
T82538A,0,13
T384X5A,0,13
S0292XS,0,13
S24104S,0,13
T17498A,0,13
T451X1A,0,13
T467X5A,0,13
T17490A,0,13
T82868D,0,13
S2020XA,0,13
T310,0,13
S332XXA,0,13
T83021A,0,12
S83282A,0,12
S91129A,0,12
S90529A,0,12
S6292XD,0,12
S71009A,0,12
S14105S,0,12
S32040A,0,12
T381X5A,0,12
T43505A,0,12
T40695A,0,11
S52502D,0,11
T82190A,0,11
S13151A,0,11
T38895A,0,11
S4380XA,0,11
S2231XD,0,11
S2232XD,0,11
S13171A,0,11
S14103S,0,11
T65891A,0,11
T443X6A,0,11
S329XXD,0,11
S32019D,0,11
T83510A,0,11
T43295A,0,11
S3613XA,0,11
S32030A,0,11
T462X5D,0,10
T8203XA,0,10
S0991XA,0,10
S90812A,0,10
S37812A,0,10
T8610,0,10
T82120A,0,10
T83032A,0,10
S14106S,0,10
T428X6A,0,10
S066X9D,0,10
T83592A,0,10
S42202D,0,10
T7840XD,0,10
T86821,0,10
S72002D,0,10
S93432A,0,10
S42301D,0,10
S22041A,0,10
T8454XD,0,10
T43625A,0,10
S1182XA,0,9
S06890S,0,9
S065X9S,0,9
T471X6A,0,9
S62317A,0,9
T86859,0,9
T365X5A,0,9
T490X5A,0,9
S2001XA,0,9
S83241A,0,9
S24154A,0,9
T366X6A,0,9
T884XXA,0,9
S82892D,0,9
S2239XD,0,9
S240XXA,0,9
T394X5A,0,9
T84629A,0,9
S36438A,0,9
T39395S,0,9
S12300S,0,9
T43226A,0,9
S14125A,0,9
S0450XA,0,9
S64495A,0,9
T1490XS,0,9
T8339XA,0,9
T8754,0,8
T8189XD,0,8
T8131XD,0,8
T8501XA,0,8
T441X5A,0,8
S52202A,0,8
S83419A,0,8
T452X5A,0,8
T448X6A,0,8
T85858A,0,8
S2249XD,0,8
S72052A,0,8
S7292XD,0,8
S27808A,0,8
S14127A,0,8
T451X4A,0,8
T372X5A,0,8
T420X6A,0,8
S42201D,0,8
T82855D,0,8
T45515S,0,8
S52501D,0,8
S64492A,0,8
S0101XD,0,8
T85518A,0,8
T791XXA,0,8
S56222A,0,8
S64496A,0,8
S66126A,0,8
S6401XA,0,8
S065X0S,0,8
S90511A,0,8
T8359XA,0,8
S64490A,0,8
S3722XA,0,8
S24102S,0,8
S73102A,0,8
T8586XA,0,8
T39391A,0,7
S66325A,0,7
S53439A,0,7
S53499A,0,7
S35299A,0,7
S64494A,0,7
S12691A,0,7
S42292D,0,7
T405X5A,0,7
S80821A,0,7
S66821A,0,7
S2243XD,0,7
S62001A,0,7
S46001A,0,7
S12400S,0,7
S14104S,0,7
S92912A,0,7
S66120A,0,7
S3210XD,0,7
S15009A,0,7
T83128A,0,7
S42302D,0,7
T434X2A,0,7
T84030A,0,7
S12100D,0,7
T400X5A,0,7
S3141XA,0,7
T41205A,0,7
S72141D,0,7
S43001A,0,7
T8584XA,0,7
S83249A,0,7
S42255A,0,7
S6421XA,0,7
S162XXA,0,6
S3098XA,0,6
S22030A,0,6
S2341XA,0,6
S82832C,0,6
S065X6A,0,6
T83038A,0,6
S02632A,0,6
T788XXS,0,6
T4276XA,0,6
S35512A,0,6
T79A3XA,0,6
T6591XA,0,6
S62631B,0,6
S90512A,0,6
T83122A,0,6
T8069XA,0,6
T84099A,0,6
S233XXA,0,6
T7421XA,0,6
T483X5A,0,6
S82831D,0,6
S33101A,0,6
S32592D,0,6
T85621A,0,6
T440X5A,0,6
T43216A,0,6
S32415A,0,6
S3733XA,0,6
T85734A,0,6
S83207A,0,6
S27803A,0,6
T457X5A,0,6
S2769XA,0,6
S358X9A,0,6
S6412XA,0,6
S92102A,0,6
S0219XD,0,6
S83411A,0,6
S52041A,0,6
S22089D,0,6
S46012A,0,6
S60410A,0,6
T18120A,0,6
T385X5A,0,6
S66124A,0,6
T8549XA,0,6
T82218A,0,6
S83206A,0,6
T84620A,0,6
T82111A,0,6
S93491A,0,6
S66127A,0,6
S24114A,0,6
S92911A,0,5
S069X2A,0,5
S6432XA,0,5
T84216A,0,5
S066X6A,0,5
T85733A,0,5
S37061A,0,5
S83281A,0,5
S32111A,0,5
T50905S,0,5
S32051A,0,5
T84624A,0,5
S32412A,0,5
T472X5A,0,5
S35511A,0,5
S46011A,0,5
S83511A,0,5
T8502XA,0,5
S95809A,0,5
S62512A,0,5
S65511A,0,5
S2220XD,0,5
S62615A,0,5
T7589XS,0,5
T827XXD,0,5
S66324A,0,5
T470X5A,0,5
S32011D,0,5
S6422XA,0,5
S22069D,0,5
S1122XA,0,5
S70212A,0,5
S37892A,0,5
T82847A,0,5
S52252B,0,5
S82841D,0,5
T452X6A,0,5
S27813A,0,5
T375X5S,0,5
T410X5A,0,5
S32591D,0,5
S42211D,0,5
S92002D,0,5
S51002A,0,5
S92345A,0,5
T361X1A,0,5
S12091A,0,5
S12000D,0,5
S22040A,0,5
T474X6A,0,5
S0920XA,0,5
S82101B,0,5
S5411XA,0,5
S92512A,0,5
S27391A,0,5
T84223A,0,5
T8051XA,0,5
S35513A,0,5
S06891A,0,5
T44995A,0,5
T84033A,0,5
S34102A,0,5
S80862A,0,5
S7291XD,0,5
S56919A,0,5
S12031A,0,5
T40602A,0,5
T84031A,0,5
S20311A,0,5
S37899A,0,5
T462X6A,0,5
S82832D,0,5
S63016A,0,5
S61252A,0,5
T65892A,0,5
S2611XA,0,5
T43615A,0,5
T43635A,0,5
S63282A,0,5
S32028D,0,4
S63015A,0,4
T287XXA,0,4
T286XXA,0,4
S3091XA,0,4
S92335A,0,4
T17228A,0,4
S3633XA,0,4
T460X6A,0,4
T80211D,0,4
S65513A,0,4
S51819A,0,4
S91114A,0,4
S20411A,0,4
T50915A,0,4
S95909S,0,4
S12121A,0,4
T504X6A,0,4
S36020A,0,4
T84228A,0,4
T457X6A,0,4
S72402K,0,4
T361X6A,0,4
S42145A,0,4
T5192XA,0,4
S72002S,0,4
S14153S,0,4
S92402A,0,4
S339XXA,0,4
T8386XA,0,4
S72009D,0,4
S56221A,0,4
T8600,0,4
T494X5A,0,4
T378X6A,0,4
S022XXD,0,4
S12300D,0,4
S92515A,0,4
S90415A,0,4
S8261XB,0,4
S62211A,0,4
S66321A,0,4
T84028A,0,4
S06382A,0,4
S3660XA,0,4
T402X4A,0,4
S46002A,0,4
S12500D,0,4
S5290XE,0,4
T3696XA,0,4
S4292XA,0,4
T8451XD,0,4
T363X6A,0,4
S06310A,0,4
S32462A,0,4
S66327A,0,4
S61313A,0,4
S92354A,0,4
S67193A,0,4
S92001D,0,4
T495X5A,0,4
T82398A,0,4
T8369XA,0,4
S53402A,0,4
S24152A,0,4
T374X5A,0,4
T48295A,0,4
T83192A,0,4
S83116A,0,4
S51801A,0,4
S3510XA,0,4
S31802A,0,4
S41152A,0,4
